n_steps,dt,ancilla_dim,maxdiff_map,frob_map,max_final_diff
10,0.6,5,0.9851119396030628,4.720969805755151,0.08483284303742386
30,0.2,6,0.9950124791926823,4.838385447013322,0.08687332548396598
60,0.1,5,0.9975031223974605,4.868522274768612,0.08704972794959048
150,0.04,6,0.9990004998333754,4.886757921361213,0.08709872903430485
300,0.02,5,0.9995001249791701,4.892862237241539,0.08710571541583798
600,0.01,6,0.999750031247396,4.895919243009454,0.08710746147520584
